iter	Logloss
239	0.1672017231
240	0.1665837921
241	0.1655214584
242	0.1653652579
243	0.1652307873
244	0.1648232542
245	0.1642033321
246	0.1629927494
247	0.1621704433
248	0.1618902043
249	0.1612773125
250	0.1603296239
251	0.1595339959
252	0.1593614205
253	0.1590052421
254	0.158679353
255	0.1583984372
256	0.1582828742
257	0.1581329539
258	0.1580053561
259	0.1578711848
260	0.1572138836
261	0.1570806145
262	0.1567116369
263	0.1564842595
264	0.1563496671
265	0.1561804203
266	0.1559313425
267	0.1558309601
268	0.1557031721
269	0.1552790675
270	0.1551725451
271	0.1550682372
272	0.1548502073
273	0.1543819517
274	0.1542524794
275	0.1541297495
276	0.153521394
277	0.1534559229
278	0.1532910514
279	0.1529952695
280	0.1528415947
281	0.1524609789
282	0.1519378418
283	0.1518296157
284	0.1517184465
285	0.1513600171
286	0.1512728512
287	0.1510935597
288	0.1509442456
289	0.1507909769
290	0.1506718129
291	0.1506014857
292	0.1504450462
293	0.1502606114
294	0.1498475069
295	0.1497003792
296	0.1489344105
297	0.1484522675
298	0.1480208677
299	0.1475092142
300	0.147381773
301	0.1469715806
302	0.1466330277
303	0.1465255536
304	0.1463338162
305	0.1458001608
306	0.1456380696
307	0.1453016243
308	0.1451151644
309	0.1449210082
310	0.1448264702
311	0.144690941
312	0.1443063308
313	0.1439940444
314	0.1438694848
315	0.1437461934
316	0.1435921634
317	0.1435011028
318	0.1433052076
319	0.1429744108
320	0.1428112471
321	0.1424687847
322	0.1422178704
323	0.1419865225
324	0.1417780771
325	0.1413361515
326	0.1410003649
327	0.1408605131
328	0.1406736007
329	0.140444716
330	0.140291685
331	0.1400370463
332	0.139739047
333	0.1395377522
334	0.1393288924
335	0.1385855196
336	0.1385414574
337	0.1382112081
338	0.1379745666
339	0.1377393882
340	0.1376503934
341	0.1374173789
342	0.1371322224
343	0.1370153839
344	0.1369354895
345	0.1367837572
346	0.1366675127
347	0.1364032259
348	0.1359954286
349	0.1358700435
350	0.1357833243
351	0.1355529753
352	0.1352387805
353	0.1351854032
354	0.1351265672
355	0.1349032055
356	0.1343142613
357	0.134158106
358	0.133929719
359	0.1337955836
360	0.13342333
361	0.1330354044
362	0.1324920934
363	0.1323860683
364	0.131969197
365	0.1318748065
366	0.1316995291
367	0.1314807761
368	0.1313575054
369	0.1311851207
370	0.1304777421
371	0.1303880387
372	0.1302383061
373	0.130008406
374	0.1299200099
375	0.1298606243
376	0.1295479564
377	0.1294885978
378	0.1293092002
379	0.1291375256
380	0.1289707843
381	0.128782459
382	0.1284963069
383	0.1283826859
384	0.1278630987
385	0.1277207971
386	0.1275419265
387	0.1271646506
388	0.1269155331
389	0.1267630041
390	0.1266175604
391	0.1263020215
392	0.1259761182
393	0.1257546657
394	0.1255808522
395	0.1254664165
396	0.1254240192
397	0.1252874354
398	0.1251585654
399	0.1250502949
400	0.1249512117
401	0.1248915028
402	0.1247768063
403	0.124637846
404	0.1245552771
405	0.1244966376
406	0.12442361
407	0.1243454959
408	0.1242140125
409	0.1241203125
410	0.1238942357
411	0.1236985551
412	0.1236377002
413	0.1233617569
414	0.1231511361
415	0.1229772279
416	0.1229245692
417	0.1227897251
418	0.1225923225
419	0.1224622076
420	0.1223474594
421	0.1222546765
422	0.1221705534
423	0.1221147823
424	0.1219376267
425	0.1217088191
426	0.1215244404
427	0.1214685569
428	0.1213181635
429	0.1211999047
430	0.120942455
431	0.1208915962
432	0.120785465
433	0.1207165907
434	0.1205463953
435	0.1204072725
436	0.1202982449
437	0.1201469662
438	0.1200473917
439	0.1198748975
440	0.1197837183
441	0.1196279135
442	0.1191930564
443	0.1190187611
444	0.118891969
445	0.1186763921
446	0.1185169628
447	0.1183968864
448	0.1181619105
449	0.1180146766
450	0.1176820172
451	0.1175466619
452	0.1174440963
453	0.1172370427
454	0.1170969802
455	0.1169503468
456	0.1168489706
457	0.1165738267
458	0.1164490262
459	0.1163187741
460	0.1159683537
461	0.1157060913
462	0.1156134063
463	0.1155371418
464	0.1154392082
465	0.115352158
466	0.1150728136
467	0.1149579816
468	0.1147778451
469	0.1147012737
470	0.1145617192
471	0.1144706435
472	0.1143854033
473	0.114286419
474	0.1141954154
475	0.1140828307
476	0.113965988
477	0.1138043264
478	0.1136841719
479	0.1136033914
480	0.1135084945
481	0.1134296406
482	0.113300828
483	0.1131929767
484	0.1129478277
485	0.1128760242
486	0.112806455
487	0.112719838
488	0.1126437269
489	0.1124174312
490	0.1123604743
491	0.1122608463
492	0.1122048052
493	0.1119971616
494	0.1119079823
495	0.1117972084
496	0.1115281179
497	0.1114767595
498	0.1113418125
499	0.1112752418
500	0.1112069785
501	0.1110404596
502	0.1108711496
503	0.1107709571
504	0.1105398395
505	0.1102944703
506	0.110181194
507	0.1101366337
508	0.1100193435
509	0.1095692259
510	0.1094681465
511	0.1093395359
512	0.1091262504
513	0.1089945529
514	0.108949171
515	0.1088832877
516	0.1087825093
517	0.1086548519
518	0.1084737744
519	0.1083407406
520	0.1082131555
521	0.1080423115
522	0.1079824761
523	0.1078309713
524	0.1077410825
525	0.1075803189
526	0.1073852111
527	0.107152788
528	0.1070124391
529	0.1067675216
530	0.1067022519
531	0.1065591527
532	0.1064377417
533	0.106354648
534	0.1062682148
535	0.106154647
536	0.1059827172
537	0.1058177907
538	0.1056870545
539	0.1055453406
540	0.1053909893
541	0.1052807348
542	0.1052434569
543	0.1051493314
544	0.1049869141
545	0.1048844013
546	0.1047716507
547	0.1045908053
548	0.1045343041
549	0.1042757411
550	0.1041204456
551	0.1039322974
552	0.1037905708
553	0.1034798131
554	0.1034111564
555	0.1033277988
556	0.1032089098
557	0.1030841334
558	0.103015127
559	0.1029727332
560	0.1028969435
561	0.1027633567
562	0.1026637427
563	0.1025531286
564	0.102402238
565	0.1021761459
566	0.1020675745
567	0.1019216341
568	0.1017883515
569	0.1016652616
570	0.1015822014
571	0.1015348705
572	0.1014489708
573	0.1013059973
574	0.1011202263
575	0.1010478077
576	0.1009510757
577	0.1008926559
578	0.1008059609
579	0.1006979647
580	0.1006475127
581	0.1005540597
582	0.1005055714
583	0.1002886385
584	0.1002028546
585	0.09979806722
586	0.09969537536
587	0.09959636419
588	0.09950351763
589	0.09937830264
590	0.0992841531
591	0.09913366162
592	0.09899799475
593	0.09865073035
594	0.0985411401
595	0.09846941236
596	0.09841898541
597	0.09835503194
598	0.09828338649
599	0.09823275533
600	0.09811489828
601	0.09802990813
602	0.09787433961
603	0.09778125715
604	0.0976605062
605	0.09761502125
606	0.09747866457
607	0.09739181499
608	0.09731451677
609	0.0972300418
610	0.09716048734
611	0.09708197385
612	0.09700747273
613	0.09689424136
614	0.09681823359
615	0.09674876394
616	0.09663707241
617	0.09653650357
618	0.09646317457
619	0.09641356139
620	0.0963339925
621	0.09615410678
622	0.09609311906
623	0.09603159213
624	0.09594800728
625	0.09584591133
626	0.09578434864
627	0.09572946182
628	0.09563211492
629	0.09544319216
630	0.09537249411
631	0.09532337833
632	0.09527689844
633	0.09519953046
634	0.09501591153
635	0.09495551298
636	0.09482468484
637	0.09457236773
638	0.09434013776
639	0.09421627944
640	0.09408612608
641	0.09399390826
642	0.09392872029
643	0.09387984336
644	0.09378108121
645	0.09370365808
646	0.09362921071
647	0.09350239612
648	0.09344302004
649	0.09337114576
650	0.09329297696
651	0.09322703225
652	0.09319468528
653	0.09312372665
654	0.09306905234
655	0.09298717962
656	0.09291515114
657	0.09284883924
658	0.09278529584
659	0.09260694048
660	0.09251022301
661	0.0924363706
662	0.09238392477
663	0.09233351448
664	0.09221031097
665	0.09215412059
666	0.0920746978
667	0.09182537601
668	0.09177667137
669	0.09172225914
670	0.09162346058
671	0.09146812967
672	0.09137451753
673	0.09131099443
674	0.09121115267
675	0.09115131892
676	0.09108903626
677	0.0909458912
678	0.09087246631
679	0.09079746233
680	0.09071915288
681	0.09066118033
682	0.09044427489
683	0.09037424023
684	0.09007589051
685	0.08997597685
686	0.08988761955
687	0.08975173274
688	0.08965111523
689	0.08960059025
690	0.08943815502
691	0.08930461476
692	0.08927689336
693	0.08917245714
694	0.08908769936
695	0.08896622646
696	0.08886183826
697	0.08881666214
698	0.08875013581
699	0.08867852602
700	0.08863290669
701	0.08853677072
702	0.08847770909
703	0.08845178486
704	0.08839934412
705	0.08833857555
706	0.08830369164
707	0.08818552774
708	0.08812877405
709	0.08804549894
710	0.08790080295
711	0.08768516574
712	0.08762590247
713	0.08756634821
714	0.08750954934
715	0.08742005151
716	0.08736157974
717	0.08726544346
718	0.08712892781
719	0.08709385613
720	0.08698703861
721	0.08689494907
722	0.08680117481
723	0.08674733954
724	0.08670071246
725	0.08663572897
726	0.08658073164
727	0.08652995486
728	0.08643375507
729	0.08638776074
730	0.08635156797
731	0.08625806907
732	0.08620265342
733	0.08613681001
734	0.08610519296
735	0.08603380895
736	0.0859360266
737	0.08587123591
738	0.08581792444
739	0.0856580435
740	0.0855815386
741	0.08548870532
742	0.08535974802
743	0.08530985493
744	0.08519174269
745	0.08502011515
746	0.08497793182
747	0.0849107918
748	0.08484037748
749	0.08479958123
750	0.0847158976
751	0.08465248179
752	0.08453527189
753	0.08443724935
754	0.08437580739
755	0.08432445718
756	0.08425438707
757	0.08421668641
758	0.08412068163
759	0.08407135013
760	0.08398579641
761	0.08394879966
762	0.0839004341
763	0.08377667933
764	0.08374113205
765	0.08367172199
766	0.0835934845
767	0.08331973864
768	0.0832582925
769	0.08318035741
770	0.08312037032
771	0.08302376764
772	0.08295091002
773	0.08282096162
774	0.08277494833
775	0.08265405442
776	0.08257765398
777	0.08252470466
778	0.08248704518
779	0.08239269305
780	0.08225651235
781	0.08219069329
782	0.08216251905
783	0.08201970279
784	0.08187989554
785	0.08166489456
786	0.08160773047
787	0.08153229329
788	0.08145262952
789	0.08137487321
790	0.08130639509
791	0.08124193352
792	0.08118767543
793	0.08109489522
794	0.08101978346
795	0.08098515344
796	0.08077698511
797	0.08064311621
798	0.0805855011
799	0.0805270485
800	0.08047855701
801	0.08044526338
802	0.08037519653
803	0.08018903215
804	0.08006419296
805	0.07998781073
806	0.07994891867
807	0.07988810229
808	0.07986920768
809	0.07983827993
810	0.07980055973
811	0.0797501747
812	0.07959956044
813	0.0794639476
814	0.07943512872
815	0.07939699996
816	0.07932949093
817	0.07926255458
818	0.07914333817
819	0.07908568868
820	0.07903871069
821	0.07895775621
822	0.07891571449
823	0.07870248888
824	0.07860830669
825	0.07857077812
826	0.07851321039
827	0.07846778793
828	0.07842487248
829	0.0783696097
830	0.0783245012
831	0.07827714564
832	0.07821703541
833	0.0781570563
834	0.0781115313
835	0.0780813619
836	0.07804709666
837	0.07800304346
838	0.07787075563
839	0.07782422198
840	0.07778844051
841	0.07772965938
842	0.07769635932
843	0.0776641136
844	0.07764125818
845	0.07754288725
846	0.07749435657
847	0.07741374705
848	0.07734828206
849	0.07729632769
850	0.07717110408
851	0.07710185379
852	0.07703455855
853	0.07699621289
854	0.07692549525
855	0.07685851783
856	0.07681103821
857	0.07677435779
858	0.07670526748
859	0.07667293898
860	0.0765505887
861	0.07648461502
862	0.07637617488
863	0.07634991312
864	0.07629562913
865	0.0762400429
866	0.0761821966
867	0.07612938825
868	0.07604788454
869	0.07596073824
870	0.07591288057
871	0.0758553673
872	0.07571900814
873	0.07566266025
874	0.0756217324
875	0.07558164135
876	0.07554043863
877	0.075480869
878	0.0754398882
879	0.07536553667
880	0.07533246261
881	0.07530689957
882	0.07526133678
883	0.07511709
884	0.07505557501
885	0.07500490911
886	0.07492383748
887	0.07487800971
888	0.07477355426
889	0.07474035652
890	0.07456862014
891	0.07448906056
892	0.07438915214
893	0.07431606338
894	0.07427286063
895	0.0741040372
896	0.07403548375
897	0.07395810179
898	0.0739350071
899	0.07384712333
900	0.07379038511
901	0.07366461457
902	0.07363935901
903	0.07358756157
904	0.07351940449
905	0.07346825082
906	0.07340207015
907	0.07329045599
908	0.07323094028
909	0.07319849378
910	0.07316418618
911	0.07307220185
912	0.07300847583
913	0.07296543455
914	0.07291463865
915	0.07286802314
916	0.07280737835
917	0.0727533687
918	0.0726738156
919	0.0726406389
920	0.07257807108
921	0.0725137992
922	0.07243857656
923	0.07228934543
924	0.07217371043
925	0.07212285312
926	0.07199347852
927	0.07194280667
928	0.07190781391
929	0.07180124648
930	0.07175875401
931	0.07170928887
932	0.07164556081
933	0.07158820977
934	0.07152547409
935	0.07149524414
936	0.07145689681
937	0.07143236219
938	0.07135076103
939	0.07133462909
940	0.07125201505
941	0.07120935333
942	0.07103318218
943	0.07096826246
944	0.0708986301
945	0.07081706792
946	0.07072566317
947	0.07067204817
948	0.070560576
949	0.07047673437
950	0.07037778814
951	0.07031691623
952	0.07027028749
953	0.07019887098
954	0.07013817351
955	0.07004740809
956	0.06998821561
957	0.06993554813
958	0.06988874115
959	0.06978008909
960	0.06970271571
961	0.06957891655
962	0.06950843744
963	0.06937263281
964	0.06928831048
965	0.06922763882
966	0.06913332058
967	0.06909660455
968	0.06901850418
969	0.06894714694
970	0.0689065261
971	0.06884738785
972	0.06878496244
973	0.06875143655
974	0.06868309346
975	0.06866215658
976	0.06863715181
977	0.0686066276
978	0.0684961053
979	0.06846241439
980	0.06841392847
981	0.06833475123
982	0.06828208182
983	0.06808991612
984	0.06802501203
985	0.06795954988
986	0.0678739378
987	0.06780004603
988	0.06774724764
989	0.06768582811
990	0.06764154479
991	0.06760078116
992	0.06750104434
993	0.06744325603
994	0.0673834113
995	0.06735195365
996	0.06729354988
997	0.06726032574
998	0.06721274542
999	0.067184899
